drug_id	target_id	gene_name
DB00589	BE0000389	DRD4
DB04740	BE0003355	
DB07711	BE0002214	ADA
DB03317	BE0003056	
DB07872	BE0000216	F10
DB00813	BE0000632	OPRK1
DB01415	BE0003579	mrdA
DB07756	BE0000426	ACHE
DB01110	BE0000462	KCNH6
DB03247	BE0003029	azr
DB00142	BE0000755	GLUD2
DB08185	BE0004209	rpsF
DB03127	BE0001586	KLK6
DB00811	BE0003540	ADK
DB00925	BE0000572	ADRA2B
DB05239	BE0000870	MAP2K1
DB00543	BE0000797	HTR1B
DB09323	BE0001904	pbp
DB07640	BE0004026	
DB02659	BE0000335	MT-CO1
DB04925	BE0000211	PLG
DB01719	BE0001243	
DB01646	BE0001200	RHO
DB04447	BE0003271	pcaB
DB07097	BE0003757	fabZ
DB01239	BE0000405	CHRM4
DB03798	BE0001501	thyA
DB08690	BE0003858	UQCRFS1
DB08907	BE0004754	SLC5A1
DB00098	BE0001155	ITGB3
DB00069	BE0000385	IFNAR2
DB00334	BE0004916	
DB00852	BE0000486	SLC6A2
DB08178	BE0001072	CDK2
DB04170	BE0001417	idi
DB03586	BE0001920	yicI
DB00352	BE0004796	
DB07856	BE0003762	PKIA
DB02301	BE0001501	thyA
DB00284	BE0001176	SI
DB00131	BE0000639	ACSL1
DB00457	BE0000462	KCNH6
DB01117	BE0000382	DHODH
DB01123	BE0000048	F2
DB03088	BE0002802	nir
DB08815	BE0000650	HTR7
DB03531	BE0004141	DAO
DB06218	BE0000177	SCN10A
DB08005	BE0001097	MAPK10
DB02175	BE0000838	SRC
DB08353	BE0001209	CSNK2A1
DB03783	BE0000017	PTGS1
DB12140	BE0000918	IL6
DB00536	BE0003317	RNASE1
DB04513	BE0001024	TNNC1
DB06151	BE0001154	IKBKB
DB07664	BE0000435	ABL2
DB03751	BE0001740	rfbB
DB02408	BE0004187	map
DB07716	BE0003836	IGKC
DB00851	BE0000716	POLA2
DB08891	BE0002340	GABBR2
DB01918	BE0001301	soxA
DB01220	BE0000257	rpoB
DB07728	BE0004064	MAPKAPK3
DB01017	BE0001051	IL1B
DB04551	BE0000046	PKLR
DB00071	BE0002127	SYTL4
DB07843	BE0000216	F10
DB01796	BE0001347	nadC
DB00191	BE0000486	SLC6A2
DB08193	BE0003806	pac
DB04395	BE0001209	CSNK2A1
DB03147	BE0002064	metF
DB00616	BE0000266	MME
DB03260	BE0003044	
DB04314	BE0001402	PAPS
DB08398	BE0003740	NCOA2
DB03801	BE0001733	bla
DB01483	BE0002341	CHRNA7
DB02305	BE0001416	cslA
DB00157	BE0000284	NDUFB3
DB00308	BE0000680	KCNK6
DB00767	BE0000560	CHRM2
DB08760	BE0000215	PPARG
DB03814	BE0003188	ymdB
DB01288	BE0000694	ADRB2
DB00455	BE0000442	HRH1
DB00536	BE0002994	rocF
DB09078	BE0000369	KDR
DB07863	BE0000215	PPARG
DB01346	BE0000197	SCN5A
DB05418	BE0000384	TACR1
DB02189	BE0004486	DNTT
DB02812	BE0001739	PRSS1
DB08892	BE0002340	GABBR2
DB00408	BE0000291	HTR1A
DB00934	BE0000560	CHRM2
DB03120	BE0003751	LYZ
DB04444	BE0003945	GNAT1
DB04160	BE0001828	purA
DB03745	BE0001557	rpiA
DB00114	BE0000388	SRR
DB06877	BE0000923	MAPK1
DB02109	BE0002700	Adss
DB00568	BE0000483	CACNA1G
DB00242	BE0000325	RRM1
DB00139	BE0000060	P4HA1
DB04821	BE0002196	MAOB
DB13174	BE0008672	
DB09078	BE0008625	
DB07338	BE0003808	hemY
DB08379	BE0001594	gag-pol
DB02608	BE0001493	
DB02899	BE0001438	thyA
DB04465	BE0002766	xlnA
DB01133	BE0000623	PTPN1
DB03645	BE0004460	ENO3
DB04122	BE0001439	zwf
DB04799	BE0003860	UQCRB
DB01110	BE0000005	NOS2
DB13179	BE0003674	rplD
DB01110	BE0003196	KCNMB2
DB01221	BE0000384	TACR1
DB04450	BE0004134	bioI
DB01065	BE0003553	ASMT
DB00687	BE0000668	NR3C2
DB03345	BE0000962	GLO1
DB00095	BE0002097	FCGR3A
DB02022	BE0001455	thiD
DB01179	BE0000742	TOP2A
DB00408	BE0000092	CHRM1
DB01812	BE0000927	SULT1A1
DB01252	BE0000207	ABCC8
DB07428	BE0000130	HBA1
DB07319	BE0001120	HSP90AA1
DB07347	BE0003813	ATP6V1B2
DB00546	BE0003592	GABRG2
DB00408	BE0000405	CHRM4
DB03490	BE0001072	CDK2
DB00025	BE0002118	ASGR2
DB00201	BE0002407	PIK3CB
DB01752	BE0002514	prmC
DB00459	BE0000206	RARB
DB01394	BE0000026	TUBB1
DB08185	BE0004215	rpsT
DB08765	BE0000322	CA2
DB04760	BE0000966	MMP13
DB00956	BE0000770	OPRM1
DB00334	BE0000289	ADRA2A
DB01221	BE0000770	OPRM1
DB02379	BE0002017	celA
DB01008	BE0004796	
DB00354	BE0000092	CHRM1
DB00458	BE0000092	CHRM1
DB03158	BE0004437	INPP5B
DB02007	BE0001334	otsA
DB01047	BE0004659	SMO
DB00408	BE0000311	HTR3A
DB00188	BE0002347	PSMB1
DB00025	BE0001011	CANX
DB03496	BE0001913	CDK7
DB01355	BE0000478	GABRA4
DB01395	BE0000668	NR3C2
DB00926	BE0000707	RXRG
DB03124	BE0001162	CASP3
DB05157	BE0003390	MAPK11
DB00459	BE0000707	RXRG
DB03183	BE0001287	PDE4D
DB00605	BE0001062	MAPK3
DB03541	BE0003128	THYA
DB02052	BE0001072	CDK2
DB00157	BE0000741	BLVRA
DB01812	BE0003317	RNASE1
DB00492	BE0000221	ACE
DB08050	BE0004152	ipdC
DB08396	BE0004312	IGHV3-30
DB00505	BE0000045	CHRM3
DB01089	BE0000118	SLC18A2
DB04884	BE0000533	HTR2C
DB01159	BE0001030	KCNJ6
DB00898	BE0005108	CACNG2
DB01234	BE0000005	NOS2
DB05895	BE0003433	TNFRSF10B
DB07888	BE0001855	MIF
DB07797	BE0001594	gag-pol
DB08289	BE0003836	IGKC
DB11714	BE0003441	CD274
DB04092	BE0001642	pepP
DB00934	BE0000650	HTR7
DB03033	BE0000966	MMP13
DB02494	BE0004112	pdh
DB09292	BE0000266	MME
DB08357	BE0004285	nagZ
DB00056	BE0000710	FCGR1A
DB00248	BE0000581	DRD3
DB00304	BE0000123	ESR1
DB05492	BE0000572	ADRA2B
DB01248	BE0000956	NR1I2
DB06701	BE0000486	SLC6A2
DB03147	BE0000220	NQO2
DB05387	BE0001198	MMP12
DB00114	BE0000002	HDC
DB09027	BE0008651	NS5A
DB03904	BE0000286	ARG1
DB05265	BE0000334	ureC
DB02278	BE0001488	folK
DB07780	BE0003570	GGPS1
DB02548	BE0001199	GPI
DB00898	BE0000830	GRIA4
DB05475	BE0002442	TLR4
DB05944	BE0000511	ERBB2
DB00420	BE0000451	HTR2A
DB01142	BE0000405	CHRM4
DB05317	BE0000574	HMGCR
DB07401	BE0003860	UQCRB
DB01862	BE0001404	lacA
DB07046	BE0000870	MAP2K1
DB08808	BE0000694	ADRB2
DB03147	BE0002966	
DB06070	BE0001120	HSP90AA1
DB00143	BE0002282	MGST1
DB01409	BE0000092	CHRM1
DB00321	BE0000659	HTR1D
DB04820	BE0002198	MAOA
DB04530	BE0003323	PDE1B
DB00805	BE0000092	CHRM1
DB04185	BE0000306	OTC
DB05047	BE0000830	GRIA4
DB02624	BE0000752	SLC9A1
DB04147	BE0004166	DSTN
DB00172	BE0002330	PRODH
DB00308	BE0000679	CACNG1
DB00321	BE0000112	HRH2
DB00242	BE0000546	POLA1
DB03961	BE0001303	ispF
DB01992	BE0002682	
DB01003	BE0000553	KCNMA1
DB01136	BE0000979	NPPB
DB00697	BE0000289	ADRA2A
DB00149	BE0000721	BCAT2
DB01218	BE0004805	
DB06718	BE0004843	
DB00133	BE0000164	SDS
DB04147	BE0003883	puhA
DB00696	BE0000756	DRD2
DB00173	BE0000115	APRT
DB03976	BE0001959	
DB00111	BE0002094	C1QA
DB00157	BE0000735	HMOX1
DB00224	BE0004854	pol
DB04446	BE0001739	PRSS1
DB03101	BE0001224	udp
DB12305	BE0000486	SLC6A2
DB00157	BE0000377	HADH
DB03542	BE0001152	IMPA1
DB00145	BE0000760	GRIN2A
DB04753	BE0000250	PNP
DB02083	BE0001301	soxA
DB01215	BE0002344	GABRB1
DB01200	BE0000659	HTR1D
DB02816	BE0001430	ampC
DB00030	BE0002125	PCSK1
DB00048	BE0002130	COL3A1
DB01567	BE0003592	GABRG2
DB03175	BE0003751	LYZ
DB03323	BE0001847	spoII
DB02467	BE0004533	RAB5A
DB00313	BE0002366	HDAC2
DB05777	BE0000041	F5
DB01021	BE0000535	CA4
DB07780	BE0000776	FDPS
DB01267	BE0000659	HTR1D
DB03040	BE0000994	LTF
DB05003	BE0002450	RRM2
DB00171	BE0000435	ABL2
DB05139	BE0003411	PDGFD
DB01725	BE0000895	PLAU
DB00157	BE0000073	AASS
DB00129	BE0000212	SLC7A1
DB02726	BE0001877	tpiA
DB00094	BE0000387	FSHR
DB09077	BE0008624	
DB07374	BE0003825	RPL23
DB02016	BE0001466	LSS
DB08692	BE0003531	CTRB1
DB07262	BE0002010	folA
DB00393	BE0002356	CACNB4
DB07927	BE0001358	ampC
DB02580	BE0004302	bpuJIR
DB07671	BE0003845	sdhB
DB04349	BE0001917	rsbQ
DB01497	BE0001063	TRIM13
DB04369	BE0001583	PRSS3
DB00798	BE0000942	LRP2
DB00734	BE0000533	HTR2C
DB03461	BE0002651	actIII
DB03750	BE0001217	aspC
DB05147	BE0001275	TUBA1B
DB04272	BE0004443	ITPA
DB04395	BE0001195	CFTR
DB03758	BE0004330	PDK3
DB01189	BE0000218	ATP2C1
DB03316	BE0001397	apr
DB03147	BE0002984	
DB08154	BE0001594	gag-pol
DB02583	BE0000330	DHFR
DB00553	BE0004796	
DB00935	BE0000501	ADRA1A
DB05078	BE0002420	IL4R
DB00246	BE0000945	HTR6
DB02733	BE0001062	MAPK3
DB01903	BE0001409	thyX
DB02486	BE0001248	E
DB08492	BE0000309	ALOX15
DB02706	BE0001559	
DB00805	BE0000451	HTR2A
DB06992	BE0000329	HSD11B1
DB06148	BE0000451	HTR2A
DB04855	BE0002356	CACNB4
DB05920	BE0000742	TOP2A
DB01064	BE0000694	ADRB2
DB02597	BE0000266	MME
DB00029	BE0000538	FGA
DB00078	BE0000710	FCGR1A
DB01115	BE0000781	KCNA1
DB03709	BE0002976	glf
DB04520	BE0001584	chiB
DB01242	BE0000814	GSTP1
DB04538	BE0003325	
DB01595	BE0003593	GABRG1
DB01997	BE0000005	NOS2
DB04368	BE0002201	PDF
DB00726	BE0000451	HTR2A
DB01632	BE0000115	APRT
DB00875	BE0000092	CHRM1
DB00073	BE0002097	FCGR3A
DB00132	BE0002247	ELOVL4
DB04106	BE0001979	TXNRD1
DB04453	BE0002639	AMY2A
DB05101	BE0000767	EGFR
DB01989	BE0004479	TLL2
DB01229	BE0001100	MAP2
DB07920	BE0001198	MMP12
DB11915	BE0008661	VMAT2
DB03268	BE0000838	SRC
DB07231	BE0000939	CTSB
DB06802	BE0000262	PTGS2
DB00321	BE0003603	KCND2
DB08437	BE0003831	RPL8
DB02168	BE0002706	ptd
DB01081	BE0000770	OPRM1
DB06692	BE0001739	PRSS1
DB04395	BE0001565	mutL
DB00142	BE0002275	SLC25A18
DB00907	BE0000092	CHRM1
DB02269	BE0001739	PRSS1
DB07374	BE0003826	RPL15
DB09089	BE0004906	KCNMA1
DB08086	BE0001563	cyp102A1
DB00477	BE0000575	ADRA1B
DB00853	BE0004796	
DB04646	BE0002474	petC
DB08231	BE0002442	TLR4
DB07543	BE0001248	E
DB04109	BE0001583	PRSS3
DB08299	BE0001133	PDE4A
DB00303	BE0000588	mrcA
DB08603	BE0004345	
DB00679	BE0000451	HTR2A
DB03130	BE0000962	GLO1
DB04326	BE0004565	ALDOB
DB00733	BE0000426	ACHE
DB01215	BE0003594	GABRG3
DB00898	BE0003588	CHRNB3
DB02524	BE0001431	cheA
DB04476	BE0001084	LCN2
DB02606	BE0001892	adh
DB00644	BE0000203	GNRHR
DB00898	BE0000381	GABRA2
DB07816	BE0002815	IGHG1
DB03800	BE0001400	pol
DB07441	BE0003836	IGKC
DB01392	BE0000289	ADRA2A
DB05319	BE0002446	EPCAM
DB02309	BE0001240	ATIC
DB04464	BE0003815	narG
DB00568	BE0002357	CACNA1F
DB01004	BE0004796	
DB02153	BE0001462	luxS
DB01752	BE0001456	rsrIM
DB01009	BE0000262	PTGS2
DB00273	BE0000795	GABRA1
DB02010	BE0001341	ITK
DB01955	BE0001276	rsuA
DB00143	BE0001117	LTC4S
DB03942	BE0002042	purF
DB07528	BE0000369	KDR
DB01812	BE0001541	HS3ST3A1
DB07557	BE0000412	RXRA
DB01598	BE0000588	mrcA
DB06782	BE0004814	
DB01190	BE0000743	rplJ
DB08391	BE0000631	PDE10A
DB04799	BE0003859	UQCR11
DB02145	BE0001234	linB
DB08689	BE0004378	dsbB
DB02153	BE0002704	tthHB8IM
DB02109	BE0002231	ADSSL1
DB06987	BE0000994	LTF
DB08901	BE0002133	FGFR3
DB01073	BE0000325	RRM1
DB03215	BE0002807	carA
DB00126	BE0000168	SLC23A1
DB01239	BE0000247	CHRM5
DB03017	BE0004020	VLDLR
DB02494	BE0003827	RPL19
DB03101	BE0000250	PNP
DB00087	BE0000710	FCGR1A
DB05147	BE0003401	TUBB2B
DB03600	BE0000801	fabB
DB06061	BE0003430	MAP3K1
DB04272	BE0002690	gltA
DB02181	BE0001442	NRDD
DB04310	BE0002201	PDF
DB07038	BE0003382	CHEK1
DB05004	BE0002419	NPY2R
DB01363	BE0000694	ADRB2
DB04112	BE0001640	PLA2G2A
DB08234	BE0004138	folA
DB01975	BE0001348	nudF
DB00805	BE0000393	HTR2B
DB08022	BE0001277	PIM1
DB03814	BE0002180	BCHE
DB05511	BE0000354	ADORA3
DB03247	BE0001807	
DB07763	BE0003855	UQCRC2
DB03459	BE0001928	pyrB
DB02039	BE0002695	mvaS
DB07557	BE0003848	NR1I3
DB06832	BE0000792	ESR2
DB04842	BE0000756	DRD2
DB03818	BE0001438	thyA
DB08231	BE0000014	ABL1
DB06920	BE0000216	F10
DB00668	BE0000753	PAH
DB04811	BE0003363	hmuO
DB05888	BE0003429	PDE4
DB07551	BE0003849	pufC
DB00619	BE0000453	KIT
DB00714	BE0000797	HTR1B
DB08903	BE0004748	
DB07529	BE0001072	CDK2
DB06734	BE0003569	ATP6V1A
DB01115	BE0000418	CALM1
DB02637	BE0001641	
DB01026	BE0002090	CYP19A1
DB08233	BE0003734	CCNA2
DB03147	BE0002976	glf
DB02190	BE0001249	icd
DB01267	BE0000572	ADRA2B
DB02359	BE0001120	HSP90AA1
DB08815	BE0000756	DRD2
DB01407	BE0000704	TNF
DB00157	BE0000360	ADH4
DB04373	BE0001694	
DB03274	BE0001438	thyA
DB01642	BE0001219	cel5A
DB02674	BE0001668	
DB07469	BE0003893	MYH14
DB00142	BE0000835	GRM8
DB07374	BE0003827	RPL19
DB03286	BE0000916	PYGM
DB04843	BE0000092	CHRM1
DB03884	BE0004112	pdh
DB00359	BE0002360	
DB01095	BE0000574	HMGCR
DB07506	BE0003968	SCPEP1
DB03801	BE0001801	iadA
DB01588	BE0003599	GABRD
DB00128	BE0002225	PAICS
DB00701	BE0004854	pol
DB03771	BE0001553	shc
DB02875	BE0001739	PRSS1
DB01028	BE0000503	MT-ND1
DB03320	BE0002838	env
DB03348	BE0000426	ACHE
DB11597	BE0002389	RHD
DB08874	BE0004732	sigA1
DB04032	BE0001246	camC
DB02615	BE0000623	PTPN1
DB01942	BE0002656	
DB00015	BE0000211	PLG
DB03228	BE0001616	nfsB
DB00466	BE0000745	GLRA2
DB09272	BE0000632	OPRK1
DB04162	BE0001767	ribH
DB01352	BE0000381	GABRA2
DB03317	BE0003052	cycM
DB01363	BE0000118	SLC18A2
DB03937	BE0001721	aroF
DB01364	BE0000118	SLC18A2
DB00277	BE0000436	PDE3A
DB04132	BE0002659	GST
DB00543	BE0004864	ADRA2A
DB00409	BE0000156	SIGMAR1
DB03801	BE0001725	hyuA
DB09050	BE0004647	pbpB
DB08023	BE0001097	MAPK10
DB02379	BE0002006	fabI
DB01700	BE0001240	ATIC
DB04578	BE0000854	DPP4
DB02731	BE0002256	OXCT1
DB00248	BE0000289	ADRA2A
DB04432	BE0001739	PRSS1
DB01392	BE0000581	DRD3
DB05758	BE0000704	TNF
DB00157	BE0000446	ALDH3B1
DB04315	BE0003277	ARF4
DB00114	BE0000409	ALAS1
DB03814	BE0001920	yicI
DB00373	BE0000172	ADRB1
DB06213	BE0000924	ADORA2A
DB07309	BE0001534	METAP2
DB04031	BE0001896	phoA
DB04160	BE0001218	tmk
DB02329	BE0000329	HSD11B1
DB02458	BE0001189	GSTM2
DB03397	BE0001901	galE
DB03796	BE0004171	PMP2
DB01254	BE0000841	EPHA2
DB12731	BE0002413	NAMPT
DB01987	BE0003274	ipdC
DB02031	BE0001433	nos
DB05024	BE0000779	VDR
DB00212	BE0000270	REN
DB04223	BE0000067	NOS1
DB00171	BE0001069	ABCC2
DB02324	BE0001403	TK
DB02994	BE0000263	NOS3
DB01137	BE0000366	gyrA
DB01225	BE0000216	F10
DB11994	BE0002363	CYP2D6
DB11714	BE0000847	CD80
DB08036	BE0003800	rbmD
DB00546	BE0000129	GABRR1
DB00586	BE0000897	KCNQ2
DB12960	BE0000911	CCR5
DB03910	BE0000263	NOS3
DB07454	BE0000132	AR
DB05147	BE0001391	TUBA4A
DB08675	BE0000117	PTGIS
DB00912	BE0000215	PPARG
DB02314	BE0001538	murE
DB03742	BE0000123	ESR1
DB06216	BE0000291	HTR1A
DB02333	BE0001400	pol
DB04754	BE0000250	PNP
DB01785	BE0000776	FDPS
DB05036	BE0002480	PTGES3
DB01548	BE0001063	TRIM13
DB03619	BE0004054	aldA
DB03317	BE0001749	hmcA
DB07911	BE0003969	bphD
DB00184	BE0000850	CHRNB2
DB04465	BE0001947	entB
DB06948	BE0001072	CDK2
DB00126	BE0002206	P3H2
DB00726	BE0000442	HRH1
DB02078	BE0004295	PFN2
DB00477	BE0000756	DRD2
DB08059	BE0003745	PLK1
DB02098	BE0000908	RNASE3
DB03157	BE0001438	thyA
DB04173	BE0001687	FHIT
DB00321	BE0000715	ADRA1D
DB05381	BE0000146	HRH4
DB01626	BE0002198	MAOA
DB07144	BE0000330	DHFR
DB02240	BE0001551	TPR
DB01576	BE0001044	TAAR1
DB00704	BE0000770	OPRM1
DB00887	BE0001195	CFTR
DB00463	BE0000795	GABRA1
DB01100	BE0000090	KCNH2
DB01407	BE0000172	ADRB1
DB03076	BE0002050	gag-pol
DB03374	BE0004372	nikA
DB01254	BE0000891	STAT5B
DB07780	BE0004072	RABGGTA
DB06168	BE0001051	IL1B
DB02264	BE0001457	
DB02474	BE0001496	ctxB
DB08357	BE0000426	ACHE
DB00321	BE0002398	KCNQ3
DB02258	BE0000144	RARG
DB05039	BE0000694	ADRB2
DB03663	BE0001072	CDK2
DB03705	BE0003133	folP
DB04035	BE0001358	ampC
DB00986	BE0000560	CHRM2
DB07118	BE0003785	assT
DB01819	BE0001394	kdsA
DB00220	BE0000664	HIV-1 protease
DB00306	BE0000826	GRIK2
DB09228	BE0001088	PLAT
DB03937	BE0001199	GPI
DB01147	BE0002475	dacA
DB01023	BE0000430	CACNA1C
DB02103	BE0001165	HSP90B1
DB03181	BE0000315	THRB
DB08014	BE0001612	
DB01415	BE0000588	mrcA
DB04137	BE0002231	ADSSL1
DB00439	BE0000574	HMGCR
DB00441	BE0000637	CMPK1
DB08261	BE0004080	ncsA
DB00241	BE0000764	GABRA6
DB03247	BE0001525	pyrD
DB04645	BE0000916	PYGM
DB00334	BE0004915	
DB01202	BE0000993	SV2A
DB04133	BE0000576	pbpA
DB06589	BE0004714	SH2B3
DB00767	BE0000442	HRH1
DB00125	BE0000052	SLC7A4
DB00603	BE0000557	PGR
DB06968	BE0001337	azu
DB01153	BE0000233	ERG11
DB00908	BE0000090	KCNH2
DB03147	BE0001979	TXNRD1
DB00284	BE0000837	MGAM
DB00546	BE0000471	GABRA5
DB00200	BE0000936	CUBN
DB04338	BE0000923	MAPK1
DB02257	BE0001469	pgiB
DB09033	BE0000590	ITGA4
DB07452	BE0001405	tgt
DB01030	BE0004796	
DB07767	BE0003007	xynY
DB08457	BE0002050	gag-pol
DB00485	BE0003624	penA
DB03857	BE0001335	celCCF
DB00683	BE0000523	GABRA3
DB02191	BE0001412	zipA
DB04156	BE0004551	CTDSP1
DB00050	BE0000203	GNRHR
DB11348	BE0002950	S100A6
DB02703	BE0001800	cat
DB00276	BE0000742	TOP2A
DB03612	BE0000377	HADH
DB05110	BE0000944	IFNG
DB00408	BE0000650	HTR7
DB00496	BE0000560	CHRM2
DB07762	BE0001930	NA
DB00071	BE0002124	PCSK2
DB08570	BE0001930	NA
DB00584	BE0000221	ACE
DB06216	BE0000451	HTR2A
DB05387	BE0000642	MMP2
DB07669	BE0004047	frdB
DB00512	BE0002817	gtfA
DB00162	BE0000726	RDH12
DB04747	BE0003358	
DB00134	BE0000734	MTR
DB00545	BE0000426	ACHE
DB04464	BE0001738	gshA
DB00071	BE0000858	IGF1R
DB12742	BE0002411	RET
DB01163	BE0003579	mrdA
DB01992	BE0002677	
DB08437	BE0003823	RPL10L
DB08080	BE0004156	MKL1
DB00679	BE0000020	DRD1
DB02027	BE0000263	NOS3
DB01069	BE0000756	DRD2
DB00106	BE0000203	GNRHR
DB09460	BE0000322	CA2
DB00758	BE0000110	P2RY12
DB03685	BE0001956	pyrF
DB02537	BE0001831	
DB04101	BE0001072	CDK2
DB00457	BE0000289	ADRA2A
DB00114	BE0002159	GAD2
DB08475	BE0004332	estA
DB08848	BE0004777	SLC6A12
DB00721	BE0004796	
DB08236	BE0004252	ARPC2
DB01043	BE0000311	HTR3A
DB07244	BE0000270	REN
DB01586	BE0000622	AKR1C2
DB01118	BE0002396	CACNA2D2
DB00246	BE0000247	CHRM5
DB00966	BE0000215	PPARG
DB09462	BE0000400	ADH1B
DB07451	BE0002050	gag-pol
DB00768	BE0001090	S100A1
DB11945	BE0003441	CD274
DB02633	BE0001184	NQO1
DB09462	BE0000814	GSTP1
DB01215	BE0000523	GABRA3
DB02436	BE0000623	PTPN1
DB08422	BE0000048	F2
DB09324	BE0000302	blaZ
DB04302	BE0004351	kasA
DB02658	BE0001804	bglA
DB00477	BE0004881	HTR2A
DB00216	BE0000797	HTR1B
DB00902	BE0000442	HRH1
DB01239	BE0000045	CHRM3
DB07476	BE0000322	CA2
DB13179	BE0003675	rpmF
DB08486	BE0000629	HBB
DB03940	BE0001741	pflB
DB09119	BE0005793	P2RX4
DB00715	BE0000451	HTR2A
DB00595	BE0004799	
DB04149	BE0000487	PDE4B
DB01877	BE0001116	MMP3
DB09462	BE0004496	ISYNA1
DB03865	BE0002128	HPN
DB05489	BE0001902	ABL
DB00579	BE0000486	SLC6A2
DB08911	BE0000870	MAP2K1
DB07395	BE0000007	PYGL
DB01329	BE0003685	dacC
DB05838	BE0000293	AVPR2
DB01197	BE0001680	LTA4H
DB04084	BE0001911	manA
DB00025	BE0002119	LMAN1
DB08256	BE0000950	EPHX2
DB00186	BE0000736	TSPO
DB00319	BE0004335	pbp1b
DB08185	BE0004212	rpsI
DB00409	BE0000389	DRD4
DB04075	BE0001589	argB
DB03958	BE0004792	L1
DB01942	BE0000735	HMOX1
DB08889	BE0002349	PSMB2
DB00340	BE0000092	CHRM1
DB03366	BE0003060	yerA
DB00841	BE0000694	ADRB2
DB07113	BE0000270	REN
DB01388	BE0000864	CACNA1H
DB04460	BE0001441	purA
DB02772	BE0002788	sacB
DB05157	BE0003391	MAPK13
DB01403	BE0000342	ADRA2C
DB08620	BE0003963	CHRFAM7A
DB07910	BE0004120	gag-pol
DB01053	BE0003645	SLC22A8
DB01236	BE0004797	GABRA1
DB07168	BE0003792	CAMK2B
DB01752	BE0004441	DPH5
DB06979	BE0003766	HAO1
DB04957	BE0000672	KCNQ1
DB01571	BE0000770	OPRM1
DB00142	BE0000378	GAD1
DB08155	BE0000322	CA2
DB03410	BE0001226	
DB02210	BE0003997	PLA2G1B
DB00647	BE0000420	OPRD1
DB02379	BE0004501	GLT6D1
DB01236	BE0000781	KCNA1
DB08168	BE0001399	PPIF
DB04209	BE0001268	qacR
DB02479	BE0000322	CA2
DB08330	BE0003857	UQCRQ
DB00260	BE0000733	ddlA
DB01273	BE0003587	CHRNA6
DB01328	BE0002393	ftsI
DB00675	BE0000792	ESR2
DB02611	BE0003761	PRKACA
DB00246	BE0000756	DRD2
DB04489	BE0004568	CPD
DB02898	BE0001072	CDK2
DB08560	BE0000215	PPARG
DB00622	BE0002354	CACNB2
DB08249	BE0000382	DHODH
DB00456	BE0004643	pbp3
DB03312	BE0001403	TK
DB04835	BE0000911	CCR5
DB07502	BE0001120	HSP90AA1
DB07585	BE0000428	AKT1
DB04404	BE0001649	chiA
DB01765	BE0001209	CSNK2A1
DB00114	BE0000181	PNPO
DB09078	BE0001203	FGFR4
DB04045	BE0001780	
DB04585	BE0000286	ARG1
DB01242	BE0000451	HTR2A
DB06103	BE0000761	IMPDH1
DB01944	BE0003893	MYH14
DB02666	BE0001441	purA
DB00540	BE0004882	Htr2c
DB07361	BE0000991	AURKA
DB03469	BE0001802	nirS
DB00143	BE0000889	GGT1
DB00909	BE0000012	CACNA1I
DB04786	BE0000739	RYR1
DB02659	BE0003992	COX7C
DB00145	BE0002310	SLC6A5
DB01975	BE0002669	
DB04561	BE0001621	nanH
DB00143	BE0002285	GSTM5
DB03487	BE0003751	LYZ
DB09409	BE0004852	GRIN1
DB04530	BE0003322	rmlC
DB00418	BE0002341	CHRNA7
DB05294	BE0003379	TEK
DB07750	BE0001072	CDK2
DB00157	BE0000180	GLUD1
DB05047	BE0000831	GRIA3
DB00606	BE0000267	CA1
DB04147	BE0004167	cycA
DB00172	BE0002333	PPIC
DB04315	BE0001710	RAB9A
DB04639	BE0003344	env
DB01200	BE0000501	ADRA1A
DB01328	BE0000488	mrcB
DB01233	BE0000756	DRD2
DB08657	BE0004368	fabK
DB01992	BE0002683	KAT2B
DB03570	BE0001337	azu
DB00540	BE0004864	ADRA2A
DB08132	BE0001072	CDK2
DB06148	BE0000533	HTR2C
DB03793	BE0004141	DAO
DB04682	BE0003566	TNNC2
DB06862	BE0001162	CASP3
DB06016	BE0000756	DRD2
DB04674	BE0000126	AKR1C1
DB11560	BE0004782	SLC22A12
DB00157	BE0000044	NSDHL
DB03464	BE0002027	amn
DB01224	BE0000442	HRH1
DB02333	BE0001527	maf
DB07497	BE0003966	pycA
DB04641	BE0001448	
DB04340	BE0001349	
DB05271	BE0000581	DRD3
DB05091	BE0000293	AVPR2
DB02726	BE0001596	yniC
DB00898	BE0003594	GABRG3
DB07403	BE0003862	PDK1
DB07726	BE0002868	HA
DB02265	BE0001411	tetX
DB00653	BE0000679	CACNG1
DB03147	BE0000114	dld
DB03877	BE0000322	CA2
DB02061	BE0001451	
DB00054	BE0000710	FCGR1A
DB00773	BE0000742	TOP2A
DB07773	BE0004066	trpB
DB00075	BE0001529	C1S
DB00242	BE0000250	PNP
DB07379	BE0002212	CDK6
DB00171	BE0000434	ARAF
DB07401	BE0003856	UQCRH
DB01909	BE0001243	
DB00631	BE0000546	POLA1
DB02379	BE0001567	GNPDA1
DB08910	BE0004755	CRBN
DB01702	BE0004034	pcaG
DB02552	BE0004107	uppS
DB07374	BE0003824	RPL13A
DB02312	BE0001435	lacG
DB01442	BE0000647	SLC6A3
DB08701	BE0004385	
DB00393	BE0002357	CACNA1F
DB08818	BE0004943	HABP4
DB11830	BE0002365	HDAC1
DB01595	BE0000381	GABRA2
